"split_id","peak_estimate"
"s08571_B",0.11
"s08572_A",0.12
"s08572_B",0.125
"s08573_A",0.12
"s08573_B",0.115
"s08574_A",0.115
"s08574_B",0.115
"s08575_A",0.12
"s08575_B",0.115
"s08576_A",0.11
"s08576_B",0.12
"s08577_A",0.115
"s08577_B",0.12
"s08578_A",0.115
"s08578_B",0.115
"s08579_A",0.115
"s08579_B",0.115
"s08580_A",0.115
"s08580_B",0.115
"s08581_A",0.115
"s08581_B",0.12
"s08582_A",0.12
"s08582_B",0.12
"s08583_A",0.115
"s08583_B",0.12
"s08584_A",0.115
"s08584_B",0.115
"s08585_A",0.125
"s08585_B",0.12
"s08586_A",0.115
"s08586_B",0.115
"s08587_A",0.11
"s08587_B",0.115
"s08588_A",0.115
"s08588_B",0.115
"s08589_A",0.115
"s08589_B",0.115
"s08590_A",0.12
"s08590_B",0.12
"s08591_A",0.12
"s08591_B",0.12
"s08592_A",0.12
"s08592_B",0.115
"s08593_A",0.115
"s08593_B",0.115
"s08594_A",0.115
"s08594_B",0.115
"s08595_A",0.125
"s08595_B",0.12
"s08596_A",0.115
"s08596_B",0.12
"s08597_A",0.115
"s08597_B",0.12
"s08598_A",0.12
"s08598_B",0.115
"s08599_A",0.115
"s08599_B",0.115
"s08600_A",0.12
"s08600_B",0.12
"s08601_A",0.12
"s08601_B",0.11
"s08602_A",0.115
"s08602_B",0.115
"s08603_A",0.115
"s08603_B",0.115
"s08604_A",0.12
"s08604_B",0.12
"s08605_A",0.12
"s08605_B",0.115
"s08606_A",0.12
"s08606_B",0.115
"s08607_A",0.115
"s08607_B",0.115
"s08608_A",0.115
"s08608_B",0.115
"s08609_A",0.12
"s08609_B",0.12
"s08610_A",0.115
"s08610_B",0.12
"s08611_A",0.115
"s08611_B",0.115
"s08612_A",0.115
"s08612_B",0.12
"s08613_A",0.115
"s08613_B",0.12
"s08614_A",0.115
"s08614_B",0.12
"s08615_A",0.115
"s08615_B",0.115
"s08616_A",0.11
"s08616_B",0.115
"s08617_A",0.115
"s08617_B",0.12
"s08618_A",0.12
"s08618_B",0.12
"s08619_A",0.12
"s08619_B",0.115
"s08620_A",0.115
"s08620_B",0.115
"s08621_A",0.115
"s08621_B",0.115
"s08622_A",0.12
"s08622_B",0.12
"s08623_A",0.115
"s08623_B",0.11
"s08624_A",0.115
"s08624_B",0.115
"s08625_A",0.115
"s08625_B",0.12
"s08626_A",0.115
"s08626_B",0.12
"s08627_A",0.12
"s08627_B",0.12
"s08628_A",0.115
"s08628_B",0.12
"s08629_A",0.11
"s08629_B",0.115
"s08630_A",0.12
"s08630_B",0.115
"s08631_A",0.12
"s08631_B",0.12
"s08632_A",0.115
"s08632_B",0.115
"s08633_A",0.11
"s08633_B",0.115
"s08634_A",0.12
"s08634_B",0.12
"s08635_A",0.115
"s08635_B",0.115
"s08636_A",0.115
"s08636_B",0.115
"s08637_A",0.12
"s08637_B",0.115
"s08638_A",0.12
"s08638_B",0.115
"s08639_A",0.115
"s08639_B",0.115
"s08640_A",0.12
"s08640_B",0.115
"s08641_A",0.12
"s08641_B",0.115
"s08642_A",0.115
"s08642_B",0.115
"s08643_A",0.115
"s08643_B",0.12
"s08644_A",0.12
"s08644_B",0.115
"s08645_A",0.115
"s08645_B",0.115
"s08646_A",0.115
"s08646_B",0.12
"s08647_A",0.115
"s08647_B",0.11
"s08648_A",0.12
"s08648_B",0.115
"s08649_A",0.12
"s08649_B",0.12
"s08650_A",0.115
"s08650_B",0.115
"s08651_A",0.12
"s08651_B",0.12
"s08652_A",0.115
"s08652_B",0.115
"s08653_A",0.115
"s08653_B",0.12
"s08654_A",0.115
"s08654_B",0.12
"s08655_A",0.12
"s08655_B",0.115
"s08656_A",0.12
"s08656_B",0.115
"s08657_A",0.115
"s08657_B",0.115
"s08658_A",0.12
"s08658_B",0.12
"s08659_A",0.115
"s08659_B",0.115
"s08660_A",0.115
"s08660_B",0.115
"s08661_A",0.115
"s08661_B",0.115
"s08662_A",0.12
"s08662_B",0.12
"s08663_A",0.115
"s08663_B",0.115
"s08664_A",0.12
"s08664_B",0.12
"s08665_A",0.115
"s08665_B",0.12
"s08666_A",0.12
"s08666_B",0.115
"s08667_A",0.125
"s08667_B",0.12
"s08668_A",0.115
"s08668_B",0.115
"s08669_A",0.115
"s08669_B",0.12
"s08670_A",0.12
"s08670_B",0.12
"s08671_A",0.12
"s08671_B",0.12
"s08672_A",0.115
"s08672_B",0.12
"s08673_A",0.12
"s08673_B",0.12
"s08674_A",0.115
"s08674_B",0.11
"s08675_A",0.115
"s08675_B",0.12
"s08676_A",0.115
"s08676_B",0.115
"s08677_A",0.12
"s08677_B",0.11
"s08678_A",0.115
"s08678_B",0.115
"s08679_A",0.115
"s08679_B",0.115
"s08680_A",0.115
"s08680_B",0.12
"s08681_A",0.115
"s08681_B",0.115
"s08682_A",0.12
"s08682_B",0.12
"s08683_A",0.115
"s08683_B",0.12
"s08684_A",0.115
"s08684_B",0.12
"s08685_A",0.12
"s08685_B",0.12
"s08686_A",0.115
"s08686_B",0.12
"s08687_A",0.115
"s08687_B",0.12
"s08688_A",0.115
"s08688_B",0.115
"s08689_A",0.115
"s08689_B",0.12
"s08690_A",0.12
"s08690_B",0.12
"s08691_A",0.12
"s08691_B",0.115
"s08692_A",0.12
"s08692_B",0.115
"s08693_A",0.12
"s08693_B",0.12
"s08694_A",0.12
"s08694_B",0.11
"s08695_A",0.12
"s08695_B",0.115
"s08696_A",0.12
"s08696_B",0.115
"s08697_A",0.115
"s08697_B",0.115
"s08698_A",0.115
"s08698_B",0.115
"s08699_A",0.115
"s08699_B",0.12
"s08700_A",0.115
"s08700_B",0.12
"s08701_A",0.11
"s08701_B",0.115
"s08702_A",0.12
"s08702_B",0.12
"s08703_A",0.12
"s08703_B",0.115
"s08704_A",0.12
"s08704_B",0.115
"s08705_A",0.115
"s08705_B",0.115
"s08706_A",0.12
"s08706_B",0.115
"s08707_A",0.115
"s08707_B",0.115
"s08708_A",0.115
"s08708_B",0.11
"s08709_A",0.11
"s08709_B",0.11
"s08710_A",0.12
"s08710_B",0.12
"s08711_A",0.115
"s08711_B",0.115
"s08712_A",0.115
"s08712_B",0.12
"s08713_A",0.115
"s08713_B",0.115
"s08714_A",0.115
"s08714_B",0.12
"s08715_A",0.115
"s08715_B",0.12
"s08716_A",0.12
"s08716_B",0.115
"s08717_A",0.115
"s08717_B",0.115
"s08718_A",0.12
"s08718_B",0.12
"s08719_A",0.115
"s08719_B",0.12
"s08720_A",0.115
"s08720_B",0.115
"s08721_A",0.115
"s08721_B",0.12
"s08722_A",0.115
"s08722_B",0.12
"s08723_A",0.115
"s08723_B",0.115
"s08724_A",0.115
"s08724_B",0.12
"s08725_A",0.11
"s08725_B",0.115
"s08726_A",0.12
"s08726_B",0.115
"s08727_A",0.115
"s08727_B",0.115
"s08728_A",0.115
"s08728_B",0.12
"s08729_A",0.12
"s08729_B",0.115
"s08730_A",0.12
"s08730_B",0.115
"s08731_A",0.12
"s08731_B",0.115
"s08732_A",0.115
"s08732_B",0.115
"s08733_A",0.12
"s08733_B",0.115
"s08734_A",0.12
"s08734_B",0.115
"s08735_A",0.11
"s08735_B",0.12
"s08736_A",0.115
"s08736_B",0.115
"s08737_A",0.12
"s08737_B",0.115
"s08738_A",0.115
"s08738_B",0.12
"s08739_A",0.115
"s08739_B",0.115
"s08740_A",0.115
"s08740_B",0.115
"s08741_A",0.115
"s08741_B",0.12
"s08742_A",0.12
"s08742_B",0.12
"s08743_A",0.115
"s08743_B",0.12
"s08744_A",0.115
"s08744_B",0.115
"s08745_A",0.115
"s08745_B",0.115
"s08746_A",0.12
"s08746_B",0.11
"s08747_A",0.115
"s08747_B",0.12
"s08748_A",0.115
"s08748_B",0.12
"s08749_A",0.115
"s08749_B",0.125
"s08750_A",0.11
"s08750_B",0.125
"s08751_A",0.12
"s08751_B",0.115
"s08752_A",0.12
"s08752_B",0.115
"s08753_A",0.115
"s08753_B",0.115
"s08754_A",0.12
"s08754_B",0.115
"s08755_A",0.115
"s08755_B",0.115
"s08756_A",0.12
"s08756_B",0.115
"s08757_A",0.115
"s08757_B",0.115
"s08758_A",0.115
"s08758_B",0.115
"s08759_A",0.115
"s08759_B",0.12
"s08760_A",0.115
"s08760_B",0.115
"s08761_A",0.12
"s08761_B",0.115
"s08762_A",0.115
"s08762_B",0.115
"s08763_A",0.125
"s08763_B",0.115
"s08764_A",0.115
"s08764_B",0.115
"s08765_A",0.115
"s08765_B",0.12
"s08766_A",0.115
"s08766_B",0.12
"s08767_A",0.115
"s08767_B",0.11
"s08768_A",0.115
"s08768_B",0.115
"s08769_A",0.115
"s08769_B",0.115
"s08770_A",0.115
"s08770_B",0.115
"s08771_A",0.11
"s08771_B",0.115
"s08772_A",0.115
"s08772_B",0.12
"s08773_A",0.115
"s08773_B",0.12
"s08774_A",0.12
"s08774_B",0.115
"s08775_A",0.115
"s08775_B",0.115
"s08776_A",0.11
"s08776_B",0.12
"s08777_A",0.115
"s08777_B",0.115
"s08778_A",0.115
"s08778_B",0.115
"s08779_A",0.12
"s08779_B",0.12
"s08780_A",0.12
"s08780_B",0.115
"s08781_A",0.125
"s08781_B",0.125
"s08782_A",0.12
"s08782_B",0.115
"s08783_A",0.115
"s08783_B",0.115
"s08784_A",0.115
"s08784_B",0.12
"s08785_A",0.12
"s08785_B",0.115
"s08786_A",0.115
"s08786_B",0.115
"s08787_A",0.115
"s08787_B",0.115
"s08788_A",0.115
"s08788_B",0.115
"s08789_A",0.115
"s08789_B",0.12
"s08790_A",0.11
"s08790_B",0.115
"s08791_A",0.115
"s08791_B",0.115
"s08792_A",0.115
"s08792_B",0.115
"s08793_A",0.115
"s08793_B",0.115
"s08794_A",0.115
"s08794_B",0.115
"s08795_A",0.115
"s08795_B",0.12
"s08796_A",0.115
"s08796_B",0.115
"s08797_A",0.12
"s08797_B",0.115
"s08798_A",0.12
"s08798_B",0.115
"s08799_A",0.115
"s08799_B",0.115
"s08800_A",0.115
"s08800_B",0.115
"s08801_A",0.115
"s08801_B",0.115
"s08802_A",0.12
"s08802_B",0.12
"s08803_A",0.11
"s08803_B",0.12
"s08804_A",0.115
"s08804_B",0.115
"s08805_A",0.12
"s08805_B",0.115
"s08806_A",0.12
"s08806_B",0.115
"s08807_A",0.12
"s08807_B",0.12
"s08808_A",0.115
"s08808_B",0.115
"s08809_A",0.11
"s08809_B",0.115
"s08810_A",0.12
"s08810_B",0.115
"s08811_A",0.12
"s08811_B",0.115
"s08812_A",0.12
"s08812_B",0.115
"s08813_A",0.12
"s08813_B",0.12
"s08814_A",0.12
"s08814_B",0.115
"s08815_A",0.115
"s08815_B",0.115
"s08816_A",0.12
"s08816_B",0.115
"s08817_A",0.12
"s08817_B",0.115
"s08818_A",0.12
"s08818_B",0.115
"s08819_A",0.115
"s08819_B",0.115
"s08820_A",0.115
"s08820_B",0.115
"s08821_A",0.115
"s08821_B",0.12
"s08822_A",0.12
"s08822_B",0.115
"s08823_A",0.115
"s08823_B",0.12
"s08824_A",0.115
"s08824_B",0.12
"s08825_A",0.115
"s08825_B",0.115
"s08826_A",0.12
"s08826_B",0.115
"s08827_A",0.115
"s08827_B",0.115
"s08828_A",0.12
"s08828_B",0.115
"s08829_A",0.12
"s08829_B",0.115
"s08830_A",0.12
"s08830_B",0.115
"s08831_A",0.115
"s08831_B",0.12
"s08832_A",0.12
"s08832_B",0.12
"s08833_A",0.115
"s08833_B",0.115
"s08834_A",0.12
"s08834_B",0.125
"s08835_A",0.115
"s08835_B",0.115
"s08836_A",0.115
"s08836_B",0.115
"s08837_A",0.115
"s08837_B",0.115
"s08838_A",0.12
"s08838_B",0.115
"s08839_A",0.12
"s08839_B",0.115
"s08840_A",0.115
"s08840_B",0.115
"s08841_A",0.12
"s08841_B",0.12
"s08842_A",0.115
"s08842_B",0.115
"s08843_A",0.12
"s08843_B",0.12
"s08844_A",0.115
"s08844_B",0.115
"s08845_A",0.12
"s08845_B",0.115
"s08846_A",0.115
"s08846_B",0.115
"s08847_A",0.12
"s08847_B",0.11
"s08848_A",0.115
"s08848_B",0.115
"s08849_A",0.12
"s08849_B",0.115
"s08850_A",0.12
"s08850_B",0.12
"s08851_A",0.115
"s08851_B",0.115
"s08852_A",0.115
"s08852_B",0.115
"s08853_A",0.12
"s08853_B",0.115
"s08854_A",0.115
"s08854_B",0.12
"s08855_A",0.12
"s08855_B",0.12
"s08856_A",0.115
"s08856_B",0.115
"s08857_A",0.115
"s08857_B",0.115
"s08858_A",0.12
"s08858_B",0.12
"s08859_A",0.12
"s08859_B",0.115
"s08860_A",0.12
"s08860_B",0.115
"s08861_A",0.115
"s08861_B",0.115
"s08862_A",0.115
"s08862_B",0.115
"s08863_A",0.12
"s08863_B",0.115
"s08864_A",0.115
"s08864_B",0.115
"s08865_A",0.12
"s08865_B",0.12
"s08866_A",0.12
"s08866_B",0.12
"s08867_A",0.115
"s08867_B",0.115
"s08868_A",0.12
"s08868_B",0.115
"s08869_A",0.115
"s08869_B",0.115
"s08870_A",0.115
"s08870_B",0.115
"s08871_A",0.12
"s08871_B",0.12
"s08872_A",0.12
"s08872_B",0.115
"s08873_A",0.12
"s08873_B",0.11
"s08874_A",0.12
"s08874_B",0.12
"s08875_A",0.115
"s08875_B",0.115
"s08876_A",0.12
"s08876_B",0.115
"s08877_A",0.12
"s08877_B",0.115
"s08878_A",0.12
"s08878_B",0.115
"s08879_A",0.115
"s08879_B",0.12
"s08880_A",0.12
"s08880_B",0.115
"s08881_A",0.12
"s08881_B",0.115
"s08882_A",0.115
"s08882_B",0.12
"s08883_A",0.12
"s08883_B",0.115
"s08884_A",0.115
"s08884_B",0.115
"s08885_A",0.11
"s08885_B",0.12
"s08886_A",0.12
"s08886_B",0.12
"s08887_A",0.115
"s08887_B",0.12
"s08888_A",0.115
"s08888_B",0.115
"s08889_A",0.12
"s08889_B",0.115
"s08890_A",0.12
"s08890_B",0.115
"s08891_A",0.115
"s08891_B",0.12
"s08892_A",0.11
"s08892_B",0.115
"s08893_A",0.115
"s08893_B",0.12
"s08894_A",0.115
"s08894_B",0.12
"s08895_A",0.115
"s08895_B",0.12
"s08896_A",0.115
"s08896_B",0.115
"s08897_A",0.115
"s08897_B",0.12
"s08898_A",0.115
"s08898_B",0.12
"s08899_A",0.115
"s08899_B",0.115
"s08900_A",0.115
"s08900_B",0.12
"s08901_A",0.12
"s08901_B",0.115
"s08902_A",0.115
"s08902_B",0.12
"s08903_A",0.115
"s08903_B",0.115
"s08904_A",0.115
"s08904_B",0.115
"s08905_A",0.115
"s08905_B",0.12
"s08906_A",0.11
"s08906_B",0.12
"s08907_A",0.115
"s08907_B",0.115
"s08908_A",0.12
"s08908_B",0.12
"s08909_A",0.115
"s08909_B",0.115
"s08910_A",0.115
"s08910_B",0.12
"s08911_A",0.125
"s08911_B",0.115
"s08912_A",0.12
"s08912_B",0.12
"s08913_A",0.12
"s08913_B",0.12
"s08914_A",0.115
"s08914_B",0.12
"s08915_A",0.115
"s08915_B",0.115
"s08916_A",0.115
"s08916_B",0.115
"s08917_A",0.115
"s08917_B",0.12
"s08918_A",0.12
"s08918_B",0.115
"s08919_A",0.12
"s08919_B",0.11
"s08920_A",0.12
"s08920_B",0.12
"s08921_A",0.11
"s08921_B",0.115
"s08922_A",0.11
"s08922_B",0.11
"s08923_A",0.115
"s08923_B",0.115
"s08924_A",0.115
"s08924_B",0.12
"s08925_A",0.115
"s08925_B",0.115
"s08926_A",0.12
"s08926_B",0.12
"s08927_A",0.12
"s08927_B",0.115
"s08928_A",0.11
"s08928_B",0.115
"s08929_A",0.12
"s08929_B",0.12
"s08930_A",0.12
"s08930_B",0.115
"s08931_A",0.115
"s08931_B",0.115
"s08932_A",0.115
"s08932_B",0.125
"s08933_A",0.12
"s08933_B",0.115
"s08934_A",0.12
"s08934_B",0.115
"s08935_A",0.115
"s08935_B",0.12
"s08936_A",0.115
"s08936_B",0.115
"s08937_A",0.115
"s08937_B",0.12
"s08938_A",0.12
"s08938_B",0.115
"s08939_A",0.12
"s08939_B",0.115
"s08940_A",0.12
"s08940_B",0.12
"s08941_A",0.12
"s08941_B",0.115
"s08942_A",0.115
"s08942_B",0.115
"s08943_A",0.12
"s08943_B",0.115
"s08944_A",0.12
"s08944_B",0.115
"s08945_A",0.12
"s08945_B",0.12
"s08946_A",0.115
"s08946_B",0.12
"s08947_A",0.115
"s08947_B",0.115
"s08948_A",0.115
"s08948_B",0.115
"s08949_A",0.12
"s08949_B",0.12
"s08950_A",0.11
"s08950_B",0.115
"s08951_A",0.115
"s08951_B",0.115
"s08952_A",0.12
"s08952_B",0.115
"s08953_A",0.115
"s08953_B",0.115
"s08954_A",0.115
"s08954_B",0.11
"s08955_A",0.12
"s08955_B",0.115
"s08956_A",0.115
"s08956_B",0.11
"s08957_A",0.115
"s08957_B",0.11
"s08958_A",0.115
"s08958_B",0.12
"s08959_A",0.115
"s08959_B",0.12
"s08960_A",0.12
"s08960_B",0.12
"s08961_A",0.12
"s08961_B",0.115
"s08962_A",0.12
"s08962_B",0.12
"s08963_A",0.12
"s08963_B",0.115
"s08964_A",0.11
"s08964_B",0.115
"s08965_A",0.115
"s08965_B",0.125
"s08966_A",0.115
"s08966_B",0.115
"s08967_A",0.115
"s08967_B",0.12
"s08968_A",0.115
"s08968_B",0.115
"s08969_A",0.115
"s08969_B",0.115
"s08970_A",0.11
"s08970_B",0.12
"s08971_A",0.115
"s08971_B",0.12
"s08972_A",0.115
"s08972_B",0.115
"s08973_A",0.115
"s08973_B",0.115
"s08974_A",0.115
"s08974_B",0.12
"s08975_A",0.115
"s08975_B",0.115
"s08976_A",0.12
"s08976_B",0.11
"s08977_A",0.12
"s08977_B",0.115
"s08978_A",0.115
"s08978_B",0.12
"s08979_A",0.12
"s08979_B",0.12
"s08980_A",0.115
"s08980_B",0.12
"s08981_A",0.115
"s08981_B",0.115
"s08982_A",0.125
"s08982_B",0.115
"s08983_A",0.115
"s08983_B",0.12
"s08984_A",0.12
"s08984_B",0.12
"s08985_A",0.115
"s08985_B",0.12
"s08986_A",0.11
"s08986_B",0.115
"s08987_A",0.12
"s08987_B",0.12
"s08988_A",0.115
"s08988_B",0.115
"s08989_A",0.12
"s08989_B",0.12
"s08990_A",0.12
"s08990_B",0.12
"s08991_A",0.115
"s08991_B",0.115
"s08992_A",0.115
"s08992_B",0.115
"s08993_A",0.115
"s08993_B",0.115
"s08994_A",0.115
"s08994_B",0.12
"s08995_A",0.12
"s08995_B",0.115
"s08996_A",0.115
"s08996_B",0.12
"s08997_A",0.115
"s08997_B",0.115
"s08998_A",0.115
"s08998_B",0.115
"s08999_A",0.12
"s08999_B",0.12
"s09000_A",0.115
"s09000_B",0.115
"s09001_A",0.115
"s09001_B",0.115
"s09002_A",0.125
"s09002_B",0.115
"s09003_A",0.115
"s09003_B",0.12
"s09004_A",0.12
"s09004_B",0.12
"s09005_A",0.12
"s09005_B",0.115
"s09006_A",0.12
"s09006_B",0.12
"s09007_A",0.12
"s09007_B",0.115
"s09008_A",0.12
"s09008_B",0.12
"s09009_A",0.115
"s09009_B",0.115
"s09010_A",0.115
"s09010_B",0.12
"s09011_A",0.115
"s09011_B",0.115
"s09012_A",0.115
"s09012_B",0.115
"s09013_A",0.115
"s09013_B",0.125
"s09014_A",0.115
"s09014_B",0.115
"s09015_A",0.12
"s09015_B",0.115
"s09016_A",0.115
"s09016_B",0.11
"s09017_A",0.12
"s09017_B",0.12
"s09018_A",0.115
"s09018_B",0.12
"s09019_A",0.115
"s09019_B",0.115
"s09020_A",0.12
"s09020_B",0.115
"s09021_A",0.12
"s09021_B",0.12
"s09022_A",0.115
"s09022_B",0.115
"s09023_A",0.12
"s09023_B",0.115
"s09024_A",0.12
"s09024_B",0.12
"s09025_A",0.12
"s09025_B",0.115
"s09026_A",0.115
"s09026_B",0.12
"s09027_A",0.115
"s09027_B",0.115
"s09028_A",0.12
"s09028_B",0.115
"s09029_A",0.11
"s09029_B",0.12
"s09030_A",0.115
"s09030_B",0.115
"s09031_A",0.12
"s09031_B",0.115
"s09032_A",0.11
"s09032_B",0.12
"s09033_A",0.12
"s09033_B",0.115
"s09034_A",0.12
"s09034_B",0.115
"s09035_A",0.115
"s09035_B",0.115
"s09036_A",0.115
"s09036_B",0.12
"s09037_A",0.115
"s09037_B",0.115
"s09038_A",0.115
"s09038_B",0.115
"s09039_A",0.115
"s09039_B",0.115
"s09040_A",0.115
"s09040_B",0.12
"s09041_A",0.12
"s09041_B",0.125
"s09042_A",0.12
"s09042_B",0.115
"s09043_A",0.12
"s09043_B",0.115
"s09044_A",0.115
"s09044_B",0.115
"s09045_A",0.12
"s09045_B",0.115
"s09046_A",0.115
"s09046_B",0.115
"s09047_A",0.115
"s09047_B",0.115
"s09048_A",0.12
"s09048_B",0.12
"s09049_A",0.115
"s09049_B",0.115
"s09050_A",0.115
"s09050_B",0.115
"s09051_A",0.12
"s09051_B",0.12
"s09052_A",0.12
"s09052_B",0.12
"s09053_A",0.12
"s09053_B",0.115
"s09054_A",0.11
"s09054_B",0.115
"s09055_A",0.12
"s09055_B",0.12
"s09056_A",0.115
"s09056_B",0.115
"s09057_A",0.115
"s09057_B",0.12
"s09058_A",0.115
"s09058_B",0.115
"s09059_A",0.115
"s09059_B",0.115
"s09060_A",0.11
"s09060_B",0.11
"s09061_A",0.115
"s09061_B",0.12
"s09062_A",0.115
"s09062_B",0.115
"s09063_A",0.115
"s09063_B",0.115
"s09064_A",0.115
"s09064_B",0.115
"s09065_A",0.115
"s09065_B",0.12
"s09066_A",0.12
"s09066_B",0.115
"s09067_A",0.115
"s09067_B",0.11
"s09068_A",0.115
"s09068_B",0.12
"s09069_A",0.115
"s09069_B",0.115
"s09070_A",0.12
"s09070_B",0.12
"s09071_A",0.115
"s09071_B",0.115
"s09072_A",0.115
"s09072_B",0.11
"s09073_A",0.12
"s09073_B",0.12
"s09074_A",0.115
"s09074_B",0.115
"s09075_A",0.115
"s09075_B",0.115
"s09076_A",0.12
"s09076_B",0.12
"s09077_A",0.12
"s09077_B",0.115
"s09078_A",0.12
"s09078_B",0.12
"s09079_A",0.115
"s09079_B",0.115
"s09080_A",0.115
"s09080_B",0.11
"s09081_A",0.12
"s09081_B",0.115
"s09082_A",0.12
"s09082_B",0.115
"s09083_A",0.125
"s09083_B",0.115
"s09084_A",0.12
"s09084_B",0.115
"s09085_A",0.12
"s09085_B",0.115
"s09086_A",0.12
"s09086_B",0.115
"s09087_A",0.115
"s09087_B",0.12
"s09088_A",0.12
"s09088_B",0.115
"s09089_A",0.12
"s09089_B",0.12
"s09090_A",0.115
"s09090_B",0.12
"s09091_A",0.115
"s09091_B",0.12
"s09092_A",0.12
"s09092_B",0.115
"s09093_A",0.12
"s09093_B",0.12
"s09094_A",0.12
"s09094_B",0.115
"s09095_A",0.115
"s09095_B",0.115
"s09096_A",0.12
"s09096_B",0.115
"s09097_A",0.12
"s09097_B",0.12
"s09098_A",0.12
"s09098_B",0.115
"s09099_A",0.12
"s09099_B",0.115
"s09100_A",0.115
"s09100_B",0.11
"s09101_A",0.12
"s09101_B",0.115
"s09102_A",0.12
"s09102_B",0.115
"s09103_A",0.115
"s09103_B",0.12
"s09104_A",0.115
"s09104_B",0.115
"s09105_A",0.115
"s09105_B",0.12
"s09106_A",0.115
"s09106_B",0.12
"s09107_A",0.115
"s09107_B",0.12
"s09108_A",0.115
"s09108_B",0.115
"s09109_A",0.12
"s09109_B",0.12
"s09110_A",0.115
"s09110_B",0.12
"s09111_A",0.115
"s09111_B",0.115
"s09112_A",0.12
"s09112_B",0.115
"s09113_A",0.115
"s09113_B",0.12
"s09114_A",0.12
"s09114_B",0.115
"s09115_A",0.12
"s09115_B",0.115
"s09116_A",0.115
"s09116_B",0.115
"s09117_A",0.115
"s09117_B",0.115
"s09118_A",0.115
"s09118_B",0.115
"s09119_A",0.115
"s09119_B",0.115
"s09120_A",0.115
"s09120_B",0.125
"s09121_A",0.115
"s09121_B",0.12
"s09122_A",0.115
"s09122_B",0.12
"s09123_A",0.12
"s09123_B",0.115
"s09124_A",0.12
"s09124_B",0.115
"s09125_A",0.115
"s09125_B",0.115
"s09126_A",0.12
"s09126_B",0.12
"s09127_A",0.12
"s09127_B",0.115
"s09128_A",0.12
"s09128_B",0.115
"s09129_A",0.12
"s09129_B",0.125
"s09130_A",0.115
"s09130_B",0.12
"s09131_A",0.115
"s09131_B",0.12
"s09132_A",0.115
"s09132_B",0.115
"s09133_A",0.12
"s09133_B",0.12
"s09134_A",0.115
"s09134_B",0.115
"s09135_A",0.115
"s09135_B",0.12
"s09136_A",0.12
"s09136_B",0.12
"s09137_A",0.12
"s09137_B",0.115
"s09138_A",0.115
"s09138_B",0.12
"s09139_A",0.115
"s09139_B",0.115
"s09140_A",0.125
"s09140_B",0.115
"s09141_A",0.115
"s09141_B",0.115
"s09142_A",0.12
"s09142_B",0.11
"s09143_A",0.12
"s09143_B",0.115
"s09144_A",0.12
"s09144_B",0.125
"s09145_A",0.12
"s09145_B",0.11
"s09146_A",0.12
"s09146_B",0.12
"s09147_A",0.11
"s09147_B",0.115
"s09148_A",0.115
"s09148_B",0.115
"s09149_A",0.115
"s09149_B",0.12
"s09150_A",0.12
"s09150_B",0.115
"s09151_A",0.115
"s09151_B",0.115
"s09152_A",0.12
"s09152_B",0.12
"s09153_A",0.12
"s09153_B",0.115
"s09154_A",0.115
"s09154_B",0.115
"s09155_A",0.12
"s09155_B",0.12
"s09156_A",0.12
"s09156_B",0.115
"s09157_A",0.12
"s09157_B",0.12
"s09158_A",0.12
"s09158_B",0.115
"s09159_A",0.115
"s09159_B",0.115
"s09160_A",0.115
"s09160_B",0.115
"s09161_A",0.12
"s09161_B",0.12
"s09162_A",0.12
"s09162_B",0.12
"s09163_A",0.115
"s09163_B",0.12
"s09164_A",0.12
"s09164_B",0.12
"s09165_A",0.115
"s09165_B",0.12
"s09166_A",0.115
"s09166_B",0.115
"s09167_A",0.12
"s09167_B",0.12
"s09168_A",0.115
"s09168_B",0.115
"s09169_A",0.115
"s09169_B",0.115
"s09170_A",0.115
"s09170_B",0.125
"s09171_A",0.12
"s09171_B",0.115
"s09172_A",0.115
"s09172_B",0.115
"s09173_A",0.12
"s09173_B",0.125
"s09174_A",0.115
"s09174_B",0.115
"s09175_A",0.115
"s09175_B",0.12
"s09176_A",0.115
"s09176_B",0.12
"s09177_A",0.115
"s09177_B",0.125
"s09178_A",0.115
"s09178_B",0.115
"s09179_A",0.115
"s09179_B",0.115
"s09180_A",0.115
"s09180_B",0.115
"s09181_A",0.115
"s09181_B",0.115
"s09182_A",0.115
"s09182_B",0.115
"s09183_A",0.115
"s09183_B",0.12
"s09184_A",0.115
"s09184_B",0.115
"s09185_A",0.115
"s09185_B",0.12
"s09186_A",0.115
"s09186_B",0.115
"s09187_A",0.115
"s09187_B",0.12
"s09188_A",0.12
"s09188_B",0.11
"s09189_A",0.11
"s09189_B",0.115
"s09190_A",0.115
"s09190_B",0.115
"s09191_A",0.115
"s09191_B",0.115
"s09192_A",0.115
"s09192_B",0.115
"s09193_A",0.115
"s09193_B",0.12
"s09194_A",0.12
"s09194_B",0.115
"s09195_A",0.115
"s09195_B",0.12
"s09196_A",0.115
"s09196_B",0.12
"s09197_A",0.115
"s09197_B",0.12
"s09198_A",0.115
"s09198_B",0.115
"s09199_A",0.12
"s09199_B",0.115
"s09200_A",0.12
"s09200_B",0.12
"s09201_A",0.115
"s09201_B",0.125
"s09202_A",0.115
"s09202_B",0.115
"s09203_A",0.115
"s09203_B",0.115
"s09204_A",0.115
"s09204_B",0.125
"s09205_A",0.12
"s09205_B",0.115
"s09206_A",0.12
"s09206_B",0.12
